,Player,Year,Salaries,Status,Z-Score Salary
838,Metta World Peace,2006,6842105,STJOHNS,0.6812073350065219
839,Gerald Wallace,2006,5000000,ALABAMA,-0.7792364141419824
840,Deron Williams,2006,3487400,ILLINOIS,-1.0875481665916507
841,Mike Miller,2006,6750000,FLORIDA,0.45350878069304595
842,Corey Maggette,2006,7000000,DUKE,0.3030604657798357
843,Baron Davis,2006,13700000,UCLA,0.9522064842744444
844,Stephon Marbury,2006,16453125,GATECH,1.633928737864005
845,Ruben Patterson,2006,6353200,CINCY,0.8555201468924521
846,Chauncey Billups,2006,5909800,COLORADO,-0.17629433092245883
847,Tayshaun Prince,2006,1763115,KENTUCKY,-1.024989790633695
848,Raja Bell,2006,4250000,FLINTERNAT,1.0177285406359482
849,Danny Granger,2006,1318920,NMEXICO,-0.71330416870668
850,Charlie Bell,2006,641748,MICHIGANST,-1.1505283608398704
851,Chris Wilcox,2006,2812239,MARYLAND,0.7071067811865476
852,Raymond Felton,2006,2847360,UNC,-0.8110126865377537
853,Rafer Alston,2006,3850000,FRESNOST,0.5566025396454132
854,Cuttino Mobley,2006,7200000,RHODEISLE,0.9977096730118465
855,Andre Miller,2006,8100000,UTAH,0.6326981879011762
856,Kyle Korver,2006,3630363,CREIGHTON,-0.561618148289951
857,Mike Dunleavy jr,2006,4506261,DUKE,0.2644471834795171
858,T.J. Ford,2006,2303040,TEXAS,-0.55466781308141
859,Hakim Warrick,2006,1196520,SYRACUSE,-0.7816502507060445
860,Larry Hughes,2006,10344900,STLOUIS,1.0739390827490252
861,Jason Kidd,2006,16440000,CALIFORNIA,0.703439655970343
862,Desmond Mason,2006,7333333,OKSTATE,1.4174933041490059
863,Mark Blount,2006,5515875,PITT,1.2140478971844415
864,Jameer Nelson,2006,1189200,STJOSEPHS,-1.1855703405837013
865,Chucky Atkins,2006,4500000,SFLORIDA,1.157382773208989
866,Jarrett Jack,2006,1058640,GATECH,-0.9729247299914442
867,Rasheed Wallace,2006,10860000,UNC,-0.8826812317916924
868,Jamaal Tinsley,2006,5400000,IOWAST,0.7071067811865476
869,Smush Parker,2006,745248,FORDHAM,0.7071067811865475
870,Matt Harpring,2006,5020000,GATECH,0.5416623057966836
871,Drew Gooden,2006,4065811,KANSAS,-0.15137931736377488
872,Ryan Gomes,2006,428762,PROVIDENCE,-0.8392635964431547
873,Samuel Dalembert,2006,8470000,SETONHALL,0.07430699014369505
874,Luther Head,2006,975600,ILLINOIS,-0.7071067811865475
875,Matt Carroll,2006,1100000,NOTREDAME,-0.7071067811865476
876,Udonis Haslem,2006,5000000,FLORIDA,0.530307714316941
877,Tim Thomas,2006,13975000,VILLANOVA,1.233780882744618
878,Shane Battier,2006,4903000,DUKE,0.3420385913084815
879,Mike James,2006,3410000,DUQUESNE,0.9624731629046379
880,Derek Fisher,2006,5393300,ARKANSASLR,0.3751729076979617
881,Rasual Butler,2006,1300000,LASALLE,-0.478985163775927
882,Devin Harris,2006,2947440,WISCONSIN,-0.6334238098224576
883,Jerry Stackhouse,2006,8367187,UNC,1.3423773572547564
884,Shareef Abdur-Rahim,2006,5000000,CALIFORNIA,-1.5845452493630279
885,Nick Collison,2006,1815000,KANSAS,-0.8305579564788135
886,Marcus Camby,2006,9150000,UMASS,0.1093390116811891
887,Luke Ridnour,2006,1638000,OREGON,-1.0129613176627021
888,Juan Dixon,2006,2500000,MARYLAND,1.490044837945944
889,Mikki Moore,2006,1020000,NEBRASKA,-0.4295968109520314
890,Juwan Howard,2006,5900400,MICHIGAN,-1.12103915973867
891,Chris Kaman,2006,2753760,CMICHIGAN,-0.891788280575892
892,Jannero Pargo,2006,895248,ARKANSAS,-0.7071067811865475
893,Matt Barnes,2006,683862,UCLA,-1.1177812388795534
894,Michael Finley,2006,18612500,WISCONSIN,0.8319878983997023
895,Jason Kapono,2006,1100000,UCLA,-0.39845021642028644
896,Earl Watson,2006,5000000,UCLA,0.3780532236717548
897,Damien Wilkins,2006,2500000,GEORGIA,0.498238592600105
898,Chris Webber,2006,19125000,MICHIGAN,1.1978754778262048
899,Channing Frye,2006,2162880,ARIZONA,-1.0553904728806505
900,John Salmons,2006,1669001,MIAMIFL,-0.9526153450019498
901,Antonio McDyess,2006,5393300,ALABAMA,-0.5640552074344555
902,Alonzo Mourning,2006,5138500,GEORGETOWN,-0.5973901644357742
903,Antoine Walker,2006,6880000,KENTUCKY,-1.5796932625986708
904,Maurice Evans,2006,1500000,TEXAS,-0.38073359382606875
905,Brent Barry,2006,4691390,OREGONST,0.04446264149854131
906,Morris Peterson,2006,4550000,MICHIGANST,0.9321805419852095
907,Linas Kleiza,2006,879360,MISSOURI,-1.0
908,Jarvis Hayes,2006,2011080,GEORGIA,0.1253587531974533
909,Dahntay Jones,2006,1223160,DUKE,-0.37904388667232564
910,Antonio Daniels,2006,5000000,BOWLGREEN,0.8756523949412902
911,Donyell Marshall,2006,4799108,UCONN,-0.8288563584325737
912,Chris Duhon,2006,2800000,DUKE,0.22171282440236928
913,Carlos Arroyo,2006,4000000,FLINTERNAT,0.8647662334178254
914,James Posey,2006,5900400,XAVIER,1.0372065499798502
915,Erick Dampier,2006,8662500,MISSST,0.45710918157166675
916,Jamaal Magloire,2006,8533333,KENTUCKY,1.0953579666476654
917,Steve Blake,2006,1000000,MARYLAND,-1.5374874337106708
918,Keyon Dooling,2006,3100000,MISSOURI,0.1786591016508835
919,Trenton Hassell,2006,4350000,AUSTINPEAY,1.093997024698674
920,Brendan Haywood,2006,4000000,UNC,0.199056484057975
921,Bruce Bowen,2006,3375000,CALSTFULL,0.18380425311095747
922,Joey Graham,2006,1388400,OKSTATE,-0.7071067811865476
923,Ben Wallace,2006,7500000,VAUNION,0.00044981081196766024
924,James Jones,2006,2400000,MIAMIFL,0.46904445609383477
925,Francisco Garcia,2006,1016400,LOUISVILLE,-0.5911991543091106
926,Darrell Armstrong,2006,1138500,FAYETVILST,-1.6736228607713424
927,Steven Hunter,2006,2800000,DEPAUL,0.7071067811865475
928,Brian Cook,2006,1038960,ILLINOIS,1.0
929,Quinton Ross,2006,700000,SMETHODIST,0.03797836181007997
930,Tony Battie,2006,5200000,TXTECH,1.0978875820671001
931,Damon Jones,2006,3590000,HOUSTON,1.04401522392892
932,Gary Payton,2006,1138500,OREGONST,-1.5847505021095427
933,Francisco Elson,2006,719373,CALIFORNIA,0.7071067811865476
934,Eric Snow,2006,5484375,MICHIGANST,1.3718800941642495
935,Jason Maxiell,2006,905640,CINCY,-0.7826871584851999
936,Jeff Foster,2006,5000000,SWTEXAS,0.9087678809839856
937,Jake Voskuhl,2006,1937500,UCONN,0.7071067811865476
938,Kurt Thomas,2006,6620062,TXCHRIST,0.5831738347820005
939,Greg Buckner,2006,3595926,CLEMSON,1.087614263662778
940,Antoine Wright,2006,1461360,TEXASAM,-0.7071067811865476
941,Robert Horry,2006,3000000,ALABAMA,-0.7235883045098281
942,Dikembe Mutombo,2006,2000000,GEORGETOWN,-1.13135732574941
943,Jarron Collins,2006,1700000,STANFORD,-0.1534374382022808
944,Jacque Vaughn,2006,1094550,KANSAS,0.45330984554824116
945,Jason Collins,2006,5500000,STANFORD,1.2123308394773555
946,Allen Iverson,2007,17184375,GEORGETOWN,1.1880829751734276
947,Carmelo Anthony,2007,4694041,SYRACUSE,-1.2933563050721384
948,Richard Jefferson,2007,11200000,ARIZONA,0.7240836968573949
949,Baron Davis,2007,15070000,UCLA,1.192235880405667
950,Jason Richardson,2007,9999999,MICHIGANST,0.3683912248386582
951,Joe Johnson,2007,12744189,ARKANSAS,-0.02620914165660569
952,Carlos Boozer,2007,11260483,DUKE,-0.12597799829737344
953,Antawn Jamison,2007,15101625,UNC,0.9133706617903239
954,Chris Paul,2007,3380160,WAKE,-1.637342872558538
955,Jamal Crawford,2007,7200000,MICHIGAN,0.08237504753076805
956,Rudy Gay,2007,2242290,UCONN,-1.383266580886872
957,Michael Redd,2007,13260000,OHIOST,1.3825197224658154
958,Andre Iguodala,2007,2201640,ARIZONA,-1.4142156390815481
959,Vince Carter,2007,15101625,UNC,0.8692793208391111
960,Paul Pierce,2007,15101625,KANSAS,0.4809708901698076
961,Danny Granger,2007,1417800,NMEXICO,-0.6916836641537504
962,Mike Dunleavy jr,2007,7438016,DUKE,2.3937969367267793
963,David West,2007,2051938,XAVIER,-1.1250939223970033
964,Corey Maggette,2007,7000000,DUKE,0.3030604657798357
965,Deron Williams,2007,3749040,ILLINOIS,-1.0467221814767897
966,Josh Howard,2007,1667603,WAKE,1.4829787055257382
967,Tim Duncan,2007,17429672,WAKE,0.4662529843628467
968,Chris Bosh,2007,4235220,GATECH,-1.000589457068641
969,Kevin Martin,2007,1002840,WCAROLINA,-0.7155076945595444
970,Brandon Roy,2007,2681880,WASHINGTON,-1.000099398634555
971,Andre Miller,2007,8733333,UTAH,0.841972223955244
972,Steve Nash,2007,10500000,SANTACLARA,0.6264831364322258
973,LaMarcus Aldridge,2007,4027320,TEXAS,-1.3263078305639668
974,Ben Gordon,2007,3862080,UCONN,-0.6506955138465128
975,Chauncey Billups,2007,6364400,COLORADO,-0.043891550751717405
976,Ray Allen,2007,14611570,UCONN,0.4944973449667933
977,Jason Terry,2007,8100000,ARIZONA,0.5323717854680914
978,Richard Hamilton,2007,9187500,UCONN,0.9150738670524259
979,Marvin Williams,2007,4174800,UNC,-1.3100708372046708
980,Mike Miller,2007,7623813,FLORIDA,1.0126823965709344
981,Raymond Felton,2007,3060840,UNC,-0.7019211157582294
982,Emeka Okafor,2007,4300560,UCONN,-1.1954226009622493
983,Ricky Davis,2007,6364400,IOWA,0.9835637935767133
984,Andrew Bogut,2007,4665960,UTAH,-1.1465939961919376
985,Lamar Odom,2007,12348596,RHODEISLE,0.8220434467184364
986,Tayshaun Prince,2007,7851240,KENTUCKY,0.5334341582183821
987,Ryan Gomes,2007,664209,PROVIDENCE,-0.7027466026814513
988,Anthony Parker,2007,4150000,BRADLEY,0.26076504618223845
989,John Salmons,2007,4400000,MIAMIFL,0.001650777334823655
990,Cuttino Mobley,2007,8125000,RHODEISLE,1.6095116601559816
991,Rasheed Wallace,2007,11650000,UNC,-0.5521986852914853
992,Francisco Garcia,2007,1092600,LOUISVILLE,-0.5633897533718164
993,Rafer Alston,2007,4200000,FRESNOST,0.7210283036852589
994,Brad Miller,2007,9625000,PURDUE,0.6810770293690791
995,Derek Fisher,2007,5883600,ARKANSASLR,0.5860292086092526
996,Willie Green,2007,2800000,DETROIT,-0.23261260118949162
997,Grant Hill,2007,16901500,DUKE,1.4962187539941427
998,Troy Murphy,2007,8285714,NOTREDAME,0.4207162548552954
999,Ronnie Brewer,2007,1595400,ARKANSAS,-0.750043674823408
1000,Nate Robinson,2007,1185480,WASHINGTON,-0.641940170211182
1001,Josh Childress,2007,2863920,STANFORD,0.7071067811865476
1002,Raja Bell,2007,4500000,FLINTERNAT,1.1446056560017421
1003,Charlie Villanueva,2007,2537880,UCONN,-0.6851429816983796
1004,Linas Kleiza,2007,945360,MISSOURI,0.0
1005,Kenyon Martin,2007,12068182,CINCY,1.1440986500043338
1006,David Lee,2007,926040,FLORIDA,-1.1285578891051309
1007,Jason Kidd,2007,18084000,CALIFORNIA,1.023665274859338
1008,Samuel Dalembert,2007,9464307,SETONHALL,0.29054949319544204
1009,Kirk Hinrich,2007,3192628,KANSAS,-0.7056661887636722
1010,Wally Szczerbiak,2007,11775000,MIAMIOH,0.8974997610961961
1011,Hakim Warrick,2007,1286280,SYRACUSE,-0.6645335299720272
1012,Brendan Haywood,2007,4500000,UNC,0.41188460272341587
1013,Earl Watson,2007,5400000,UCLA,0.503318291467997
1014,Michael Finley,2007,19030999,WISCONSIN,0.9227470374691323
1015,Rajon Rondo,2007,1143600,KENTUCKY,-1.1614904825629002
1016,Jarrett Jack,2007,1137960,GATECH,-0.9360600502086323
1017,Kyle Lowry,2007,1011720,VILLANOVA,-0.9330901154227113
1018,Joe Smith,2007,6807000,MARYLAND,1.1240842996087062
1019,Nick Collison,2007,2501070,KANSAS,-0.6431280998531641
1020,Jameer Nelson,2007,1272120,STJOSEPHS,-1.157891094482658
1021,Jordan Farmar,2007,939120,UCLA,-0.6454050433448771
1022,Shane Battier,2007,5393300,DUKE,0.6025079959977686
1023,Kyle Korver,2007,4018182,CREIGHTON,-0.3727163523587519
1024,Craig Smith,2007,412718,BOSTONCOLL,-0.6942220693990794
1025,Roger Mason,2007,744551,VIRGINIA,-0.6109593691452652
1026,Marcus Camby,2007,8800000,UMASS,-0.08197747445283307
1027,Matt Carroll,2007,1188000,NOTREDAME,0.7071067811865476
1028,Keith Bogans,2007,2510000,KENTUCKY,1.2273895500049925
1029,Mikki Moore,2007,1071225,NEBRASKA,-0.40691142890226073
1030,Damien Wilkins,2007,2700000,GEORGIA,0.6607394748704876
1031,Steve Blake,2007,1330000,MARYLAND,-1.3255783661765628
1032,Kelenna Azubuike,2007,301657,KENTUCKY,-0.7071067811865476
1033,Antonio McDyess,2007,5883600,ALABAMA,-0.41824953250841906
1034,Maurice Evans,2007,1620000,TEXAS,-0.20445058512100822
1035,Bonzi Wells,2007,2115000,BALLST,-0.5055986898476788
1036,Paul Millsap,2007,625000,LATECH,-1.0015962162951806
1037,Brandon Bass,2007,664209,LSU,-1.3131014616401924
1038,Jason Maxiell,2007,973440,CINCY,-0.7486855258718969
1039,Jannero Pargo,2007,1000000,ARKANSAS,0.7071067811865475
1040,Nazr Mohammed,2007,5215000,KENTUCKY,0.39754129041793534
1041,Matt Harpring,2007,6500000,GATECH,1.2854647310256988
1042,Sam Cassell,2007,6850000,FLORIDAST,1.4299444830828043
1043,Morris Peterson,2007,4550000,MICHIGANST,0.9321805419852095
1044,Marquis Daniels,2007,5883600,AUBURN,0.7358751150773027
1045,Antonio Daniels,2007,5400000,BOWLGREEN,1.150232273805781
1046,Devin Brown,2007,1064518,UTSA,1.1171523099431142
1047,Eddie House,2007,1400000,ARIZONAST,0.4089078528837881
1048,Keyon Dooling,2007,3348000,MISSOURI,0.5400792290871562
1049,Jason Kapono,2007,1188000,UCLA,-0.35960857802289226
1050,Luther Head,2007,1048800,ILLINOIS,0.7071067811865475
1051,Bobby Jackson,2007,5259000,MINNESOTA,0.9382771776700786
1052,Jarvis Hayes,2007,2564127,GEORGIA,0.9314100998809236
1053,James Posey,2007,6392100,XAVIER,1.2482822755582765
1054,Luke Walton,2007,1375000,ARIZONA,-0.3513597138653615
1055,Fred Jones,2007,3100000,OREGON,1.4917059187352868
1056,Bobby Simmons,2007,8640000,DEPAUL,0.7973573652658151
1057,Channing Frye,2007,2325000,ARIZONA,-0.9926854974047599
1058,Ronny Turiaf,2007,664209,GONZAGA,-0.602454359433863
1059,Delonte West,2007,1080480,STJOSEPHS,-0.6411640711628361
1060,Tyrus Thomas,2007,3260760,LSU,-0.7071067811865475
1061,Jeff Foster,2007,5500000,SWTEXAS,1.1408452984400101
1062,Darius Songaila,2007,3650000,WAKE,0.333512304397987
1063,Tony Allen,2007,1037280,OKSTATE,-1.628319521898959
1064,Matt Barnes,2007,771331,UCLA,-1.0440338932582485
1065,Bruce Bowen,2007,3750000,CALSTFULL,0.5144667377193002
1066,Leon Powe,2007,432000,CALIFORNIA,-0.7071067811865476
1067,Kurt Thomas,2007,7821482,TXCHRIST,1.298427284041496
1068,Erick Dampier,2007,9628000,MISSST,1.029023220359964
1069,Damon Jones,2007,3884678,HOUSTON,1.2390645543754593
1070,Reggie Evans,2007,4000000,IOWA,0.8139138521090936
1071,Ime Udoka,2007,744551,PORTLANDST,-0.7071067811865476
1072,Royal Ivey,2007,744551,TEXAS,0.3743517473579838
1073,Kris Humphries,2007,1703520,MINNESOTA,-0.8470438761778759
1074,Joel Przybilla,2007,5215000,MINNESOTA,0.7175833986316953
1075,Ben Wallace,2007,16000000,VAUNION,1.7209761665884282
1076,Brevin Knight,2007,4400000,STANFORD,0.7071067811865476
1077,Malik Allen,2007,1803600,VILLANOVA,0.7071067811865475
1078,Matt Bonner,2007,2000000,FLORIDA,-0.7513955492007957
1079,Quinton Ross,2007,771331,SMETHODIST,0.9804697892511484
1080,Jacque Vaughn,2007,1071225,KANSAS,0.3761365934413568
1081,Jared Jeffries,2007,5215000,INDIANA,0.8919455678484707
1082,Chuck Hayes,2007,664209,KENTUCKY,-1.0214383959954927
1083,Ronnie Price,2007,664209,UTVALLEYST,-0.7071067811865476
1084,Brian Skinner,2007,5400000,BAYLOR,0.7071067811865475
1085,Hilton Armstrong,2007,1767600,UCONN,-0.7071067811865476
1086,Adonal Foyle,2007,8125000,COLGATE,1.4587498291420604
1087,Jason Collins,2007,5800000,STANFORD,1.3456368895306512
1088,Jarron Collins,2007,2625698,STANFORD,1.358806222067137
1089,Dwyane Wade,2008,13041250,MARQUETTE,-0.06049097553749687
1090,Kevin Durant,2008,4171200,TEXAS,-1.1635753152575652
1091,Antawn Jamison,2008,16360094,UNC,1.1641253265229863
1092,Chris Paul,2008,3615960,WAKE,-1.6104116481682502
1093,Brandon Roy,2008,2883120,WASHINGTON,0.00019882691821760537
1094,Chris Bosh,2008,12455000,GATECH,0.3262828789804502
1095,Danny Granger,2008,1516800,NMEXICO,-0.6700369211244216
1096,Ben Gordon,2008,4881669,UCONN,-0.3691742033373169
1097,Joe Johnson,2008,13488377,ARKANSAS,0.07270613627939046
1098,Vince Carter,2008,13320000,UNC,0.5795663251797687
1099,Paul Pierce,2008,16360094,KANSAS,0.6846129508476998
1100,Richard Jefferson,2008,12200000,ARIZONA,0.9133318328880927
1101,David West,2008,10650000,XAVIER,0.85818117454647
1102,Andre Iguodala,2008,2804889,ARIZONA,-1.2974455482282465
1103,Carmelo Anthony,2008,13041250,SYRACUSE,-0.3243124319127685
1104,Rudy Gay,2008,2411160,UCONN,-1.3566937009513802
1105,LaMarcus Aldridge,2008,4329360,TEXAS,-1.2815927704234584
1106,Devin Harris,2008,3995003,WISCONSIN,-0.22141176685196506
1107,Tim Duncan,2008,19014188,WAKE,0.8163250039535388
1108,Jason Terry,2008,8898000,ARIZONA,0.7576655012804031
1109,John Salmons,2008,4752000,MIAMIFL,0.12464667556200874
1110,Mo Williams,2008,7750000,ALABAMA,0.24426219337140917
1111,Ray Allen,2008,16000000,UCONN,0.8207755595042169
1112,Chauncey Billups,2008,10000000,COLORADO,1.0149811892147311
1113,Andre Miller,2008,9366666,UTAH,1.051246260009312
1114,Shaquille O'Neal,2008,20000000,LSU,-0.5505153906097905
1115,Deron Williams,2008,4010640,ILLINOIS,-1.0059024379129327
1116,David Lee,2008,990600,FLORIDA,-1.1180690329480962
1117,Jeff Green,2008,3058200,GEORGETOWN,-0.8028107245126679
1118,Nate Robinson,2008,1268160,WASHINGTON,-0.6012318160076775
1119,Charlie Villanueva,2008,2715000,UCONN,-0.5890109386134117
1120,Richard Hamilton,2008,10000000,UCONN,1.1554392517771697
1121,Jason Richardson,2008,11111110,MICHIGANST,0.5839422505675094
1122,Al Thornton,2008,1652280,FLORIDAST,-1.0
1123,Wilson Chandler,2008,1091640,DEPAUL,-1.0286153688131627
1124,Gerald Wallace,2008,9500000,ALABAMA,0.5131643333877002
1125,Metta World Peace,2008,7400000,STJOHNS,0.8854790971191009
1126,Mike Bibby,2008,13500000,ARIZONA,1.0726471499497676
1127,Tayshaun Prince,2008,8675620,KENTUCKY,0.7444570158230922
1128,Raymond Felton,2008,3274440,UNC,-0.5927682231289133
1129,Steve Nash,2008,11375000,SANTACLARA,0.9280350863871847
1130,Thaddeus Young,2008,1830720,GATECH,-1.4793287238773032
1131,Randy Foye,2008,2631840,VILLANOVA,-0.813021259068907
1132,Ronnie Brewer,2008,1715040,ARKANSAS,-0.6691282509938168
1133,T.J. Ford,2008,8000000,TEXAS,1.1544072859386971
1134,Ryan Gomes,2008,770610,PROVIDENCE,-0.6410531232434503
1135,Emeka Okafor,2008,5427307,UCONN,-0.8723121061239012
1136,Jarrett Jack,2008,1217400,GATECH,-0.8991395993520189
1137,Kelenna Azubuike,2008,687456,KENTUCKY,0.7071067811865476
1138,Rodney Stuckey,2008,1569600,EWASHINGTN,-0.9442309796548645
1139,Troy Murphy,2008,9206349,NOTREDAME,0.6236029745334744
1140,Paul Millsap,2008,687456,LATECH,-0.9954871655737416
1141,Grant Hill,2008,1830000,DUKE,-0.558563658075876
1142,Ramon Sessions,2008,427163,NEVADA,-1.4817190313189401
1143,Roger Mason,2008,798328,VIRGINIA,-0.5700307622206882
1144,Rajon Rondo,2008,1229280,KENTUCKY,-1.1451352479741392
1145,Hakim Warrick,2008,1376040,SYRACUSE,-0.54741680923801
1146,Rasual Butler,2008,3315000,LASALLE,1.1259572172573562
1147,Rafer Alston,2008,4550000,FRESNOST,0.8854540677251047
1148,Mike Conley,2008,3377160,OHIOST,-0.7119048880856642
1149,Aaron Brooks,2008,972720,OREGON,-0.6029803023573647
1150,Nick Young,2008,1491240,USC,-0.9262604881110554
1151,Lamar Odom,2008,13248596,RHODEISLE,1.0422307795366532
1152,Chris Duhon,2008,3248000,DUKE,0.535364176220443
1153,Spencer Hawes,2008,2028600,WASHINGTON,-1.0484156659472077
1154,Tyrus Thomas,2008,3505320,LSU,0.7071067811865475
1155,Anthony Parker,2008,4350000,BRADLEY,0.49107962598261906
1156,Brad Miller,2008,10500000,PURDUE,0.9629416783478365
1157,Derek Fisher,2008,10723900,ARKANSASLR,2.6676277264573476
1158,Linas Kleiza,2008,1011360,MISSOURI,1.0
1159,Rasheed Wallace,2008,12540000,UNC,-0.17988290505707474
1160,Udonis Haslem,2008,6050000,FLORIDA,0.9582558760892068
1161,Matt Barnes,2008,3000000,UCLA,0.8350138038514491
1162,Michael Finley,2008,21696750,WISCONSIN,1.5008637491780543
1163,Al Horford,2008,3745800,FLORIDA,-1.068856492099856
1164,Kenyon Martin,2008,13250000,CINCY,1.4095972713958924
1165,Steve Blake,2008,4250000,MARYLAND,0.5494958071555441
1166,Delonte West,2008,1889760,STJOSEPHS,-0.03742765891004653
1167,Keyon Dooling,2008,3596000,MISSOURI,0.9014993565234288
1168,Craig Smith,2008,687456,BOSTONCOLL,-0.45197706355336564
1169,Quentin Richardson,2008,8105500,DEPAUL,0.7902359313257734
1170,Jason Kidd,2008,19728000,CALIFORNIA,1.3438908937483327
1171,C.J. Watson,2008,125479,TENNESSEE,-0.9759860399644442
1172,Trevor Ariza,2008,3100000,UCLA,-1.294467158057276
1173,Mike Miller,2008,8376194,FLORIDA,1.4941488021838305
1174,Kyle Korver,2008,4400000,CREIGHTON,-0.18673756865073707
1175,Eddie House,2008,1500000,ARIZONAST,0.7001149095760544
1176,Luke Ridnour,2008,6500000,OREGON,1.0974290180599948
1177,Brandon Bass,2008,770610,LSU,-1.2692158194121819
1178,Daequan Cook,2008,1184400,OHIOST,-0.7071067811865476
1179,Willie Green,2008,3094000,DETROIT,0.06839888860578125
1180,James Posey,2008,3206000,XAVIER,-0.1194386300049217
1181,Matt Bonner,2008,2678000,FLORIDA,-0.11287241110587568
1182,Jason Kapono,2008,5356000,UCLA,1.4800726587991393
1183,Jarvis Hayes,2008,1200000,GEORGIA,-1.0567688530783768
1184,Carl Landry,2008,427163,PURDUE,-1.2059015846827097
1185,J.J. Barea,2008,687456,NEASTERN,-1.5933544667257715
1186,Joey Graham,2008,1596600,OKSTATE,0.7071067811865476
1187,Charlie Bell,2008,3100000,MICHIGANST,0.49033263046739306
1188,Nick Collison,2008,5750000,KANSAS,0.2444584205992256
1189,Kyle Lowry,2008,1087680,VILLANOVA,-0.9257776152747069
1190,Maurice Evans,2008,1740000,TEXAS,-0.028167576415947658
1191,Darius Songaila,2008,3942000,WAKE,0.4954122214564125
1192,Bobby Simmons,2008,9280000,DEPAUL,0.9318586620610323
1193,Leon Powe,2008,687456,CALIFORNIA,0.7071067811865476
1194,Joakim Noah,2008,2135400,FLORIDA,-0.9864715402207335
1195,Bobby Jackson,2008,5670000,MINNESOTA,1.195674000539123
1196,Glen Davis,2008,427163,LSU,-1.1126630491641416
1197,Samuel Dalembert,2008,10250000,SETONHALL,0.46142249414005604
1198,Wally Szczerbiak,2008,12775000,MIAMIOH,1.1135329402139131
1199,Steve Novak,2008,687456,MARQUETTE,-0.7158585772415517
1200,Antoine Wright,2008,1680600,TEXASAM,0.7071067811865476
1201,Ronny Turiaf,2008,770610,GONZAGA,-0.5518768928318695
1202,Erick Dampier,2008,10590500,MISSST,1.5991602087946988
1203,Jeff Foster,2008,5500000,SWTEXAS,1.1408452984400101
1204,Jason Maxiell,2008,1041360,CINCY,-0.7146237133778623
1205,Joel Przybilla,2008,5762575,MINNESOTA,0.9844640123518793
1206,Shane Battier,2008,5883600,DUKE,0.8629774006870556
1207,Dahntay Jones,2008,753767,DUKE,-0.9385409962609786
1208,Anthony Johnson,2008,2860000,CHARLESTON,1.148127336778989
1209,Jordan Farmar,2008,1009560,UCLA,-0.4962797686180742
1210,J.J. Redick,2008,2000160,DUKE,-1.0248753843692837
1211,Joe Smith,2008,5200000,MARYLAND,0.1571210052426104
1212,Tony Battie,2008,5200000,TXTECH,1.0978875820671001
1213,Arron Afflalo,2008,944520,UCLA,-1.0197756026932738
1214,Dominic McGuire,2008,427163,FRESNOST,-0.7071067811865476
1215,Kurt Thomas,2008,8091188,TXCHRIST,1.4589940690009453
1216,Hilton Armstrong,2008,1900200,UCONN,0.7071067811865476
1217,Luke Walton,2008,4000000,ARIZONA,1.1282604380933186
1218,Antonio Daniels,2008,5800000,BOWLGREEN,1.424812152670272
1219,Ime Udoka,2008,1000000,PORTLANDST,0.7071067811865476
1220,Mikki Moore,2008,5356000,NEBRASKA,1.4906338687513447
1221,Reggie Evans,2008,4320000,IOWA,0.9732636725204136
1222,Josh Powell,2008,800000,NCSTATE,-0.7071067811865476
1223,Bruce Bowen,2008,4125000,CALSTFULL,0.845129222327643
1224,Royal Ivey,2008,826046,TEXAS,0.7588133318289346
1225,Brevin Knight,2008,1600000,STANFORD,-0.7071067811865476
1226,Ben Wallace,2008,15500000,VAUNION,1.6197687338956954
1227,Joel Anthony,2008,427163,UNLV,-0.8729375099033547
1228,Chuck Hayes,2008,1750000,KENTUCKY,-0.3232673143160983
1229,Kevin Durant,2009,4484040,TEXAS,-1.128694385750424
1230,Dwyane Wade,2009,14410581,MARQUETTE,0.14692350149205893
1231,Carmelo Anthony,2009,14410581,SYRACUSE,-0.16534410898264978
1232,Zach Randolph,2009,14666667,MICHIGANST,0.5851520848409769
1233,Chris Bosh,2009,14410581,GATECH,0.6419611975976417
1234,David Lee,2009,1788033,FLORIDA,-0.9885126507939352
1235,Joe Johnson,2009,14232567,ARKANSAS,0.17162168004949824
1236,Derrick Rose,2009,4822800,MEMPHIS,-0.28671392387168243
1237,Aaron Brooks,2009,1045560,OREGON,-0.5674575375966049
1238,Rudy Gay,2009,2579400,UCONN,-1.3302199559383692
1239,Brook Lopez,2009,2098560,STANFORD,-1.0797553073889614
1240,David West,2009,9862500,XAVIER,0.6765322007611001
1241,Carlos Boozer,2009,11593817,DUKE,-0.05292915927666171
1242,Danny Granger,2009,2329805,NMEXICO,-0.49227015025008386
1243,O.J. Mayo,2009,3875040,USC,-0.8000800413172274
1244,Chauncey Billups,2009,11050000,COLORADO,1.3207949137621982
1245,Jamal Crawford,2009,8640000,MICHIGAN,0.4479561268797922
1246,Deron Williams,2009,5069449,ILLINOIS,-0.8406871784973977
1247,Chris Kaman,2009,9500000,CMICHIGAN,0.42956486476161027
1248,Andre Iguodala,2009,11300000,ARIZONA,0.34694156767063133
1249,Brandon Roy,2009,3084240,WASHINGTON,0.9999005717163373
1250,Tim Duncan,2009,20598704,WAKE,1.166397023544231
1251,LaMarcus Aldridge,2009,4631400,TEXAS,-1.2368777102829502
1252,Corey Maggette,2009,8275862,DUKE,0.8321022825052076
