,Player,Year,Salaries,Status,Z-Score Salary
416,Carlos Arroyo,2003,546000,FLINTERNAT,-0.9307868595939984
417,Kurt Thomas,2003,4903750,TXCHRIST,-0.4386154462400098
418,Bonzi Wells,2003,6300000,BALLST,1.14110840419284
419,Mike Dunleavy jr,2003,3100080,DUKE,-0.7568697974315713
420,Eric Snow,2003,4125000,MICHIGANST,-0.1882972678264656
421,Mark Blount,2003,762435,PITT,-0.7209006169013571
422,Tayshaun Prince,2003,903360,KENTUCKY,-1.2450678577143346
423,Darrell Armstrong,2003,4010000,FAYETVILST,0.8828522751002564
424,Earl Boykins,2003,1243605,EMICHIGAN,-0.7071067811865475
425,Rafer Alston,2003,37344,FRESNOST,-1.2345371055577354
426,Doug Christie,2003,6250000,PEPPERDINE,0.876473438393553
427,Joe Smith,2003,4991800,MARYLAND,0.031842997845584184
428,Jeff McInnis,2003,3000000,UNC,0.7631447156926817
429,Reggie Miller,2003,12046473,UCLA,0.6274018824535708
430,Tyronn Lue,2003,1870000,NEBRASKA,0.8794486797708081
431,Jason Williams,2003,5500000,FLORIDA,0.601131137812777
432,Ben Wallace,2003,5200000,VAUNION,-0.46510437957460404
433,Mike James,2003,512435,DUQUESNE,-0.9033115670746774
434,Corliss Williamson,2003,4500000,ARKANSAS,0.2828042383246111
435,Eric Williams,2003,5004000,PROVIDENCE,1.1621724836857534
436,Antonio Davis,2003,12000000,UTEP,0.45926500497865314
437,Etan Thomas,2003,1597200,SYRACUSE,-0.7071067811865475
438,Aaron McKie,2003,4500000,TEMPLE,0.0
439,Morris Peterson,2003,1033320,MICHIGANST,-1.0047822210353443
440,Theo Ratliff,2003,9375000,WYOMING,-0.7071067811865476
441,Shane Battier,2003,2368200,DUKE,-1.0045611374420893
442,Brian Grant,2003,11027862,XAVIER,1.0119484896691984
443,Juan Dixon,2003,1172400,MARYLAND,-0.6375832885136103
444,Samuel Dalembert,2003,691100,SETONHALL,-1.6174530065064692
445,Shandon Anderson,2003,6100000,GEORGIA,0.484930613019444
446,Caron Butler,2003,1678800,UCONN,-1.211382671404166
447,Marcus Camby,2003,6750000,UMASS,-1.2025454646663916
448,Walter McCarty,2003,762435,KENTUCKY,-1.0360385195228456
449,Devean George,2003,4546000,AUGSBURGMN,0.8660216271673546
450,Calbert Cheaney,2003,1000000,INDIANA,-0.7071067811865476
451,Bob Sura,2003,5639999,FLORIDAST,0.7071067811865476
452,Nazr Mohammed,2003,4750000,KENTUCKY,0.17654827982169896
453,Derek Fisher,2003,3000000,ARKANSASLR,-0.6540793561629242
454,Damon Jones,2003,637435,HOUSTON,-0.910307210558508
455,Antonio Daniels,2003,3375000,BOWLGREEN,-0.2398283629457037
456,Bruce Bowen,2003,3550000,CALSTFULL,0.3381134125948507
457,Rodney White,2003,1820520,CHARLOTTE,0.7071067811865476
458,Rodney Rogers,2003,2796000,WAKE,1.3154419468163685
459,Brendan Haywood,2003,1051920,UNC,-1.055812156092451
460,Fred Hoiberg,2003,1400000,IOWAST,1.1485568806253599
461,Greg Ostertag,2003,7799996,KANSAS,1.166667578348747
462,Malik Rose,2003,4370000,DREXEL,0.5029596572879967
463,Ruben Patterson,2003,4991800,CINCY,0.1497238022194523
464,Jeff Foster,2003,1571335,SWTEXAS,-0.6826635560597355
465,Chris Mihm,2003,2212200,TEXAS,-0.22774017018203607
466,Jarron Collins,2003,1150000,STANFORD,-1.0519313456625754
467,Lucious Harris,2003,2640000,LONGBEACH,1.1056793994544987
468,Casey Jacobsen,2003,941040,STANFORD,-0.7071067811865476
469,Jared Jeffries,2003,1594920,INDIANA,-0.7780972944072961
470,Jason Collins,2003,1147440,STANFORD,-0.7217444312558863
471,Earl Watson,2003,1215000,UCLA,-0.8072674803501867
472,Aaron Williams,2003,2700000,XAVIER,1.0
473,Anthony Johnson,2003,699935,CHARLESTON,-0.890370781306594
474,John Salmons,2003,670800,MIAMIFL,-1.301406903542502
475,Anthony Peeler,2003,3350812,MISSOURI,1.2610838650087386
476,Dan Gadzuric,2003,349458,UCLA,-1.0697168704878506
477,Kelvin Cato,2003,6696000,IOWAST,0.9824885884199078
478,Tony Battie,2003,4000000,TXTECH,-0.4391550328268398
479,Trenton Hassell,2003,512435,AUSTINPEAY,-0.7209172266721968
480,Fred Jones,2003,1367400,OREGON,-0.6380557474787812
481,Stacey Augmon,2003,2400000,UNLV,0.5773502691896258
482,Robert Horry,2003,5300000,ALABAMA,0.7699721701835353
483,Austin Croshere,2003,6960000,PROVIDENCE,0.28262060415770585
484,Bo Outlaw,2003,6585000,HOUSTON,0.8275668893297881
485,Gary Trent,2003,824935,OHIO,0.7071067811865476
486,George Lynch,2003,2600000,UNC,0.7071067811865475
487,Robert Traylor,2003,750000,MICHIGAN,-0.8629277439611075
488,Elden Campbell,2003,8050000,CLEMSON,0.5773502691896257
489,Steve Smith,2003,9900000,MICHIGANST,1.091089451179962
490,Kevin Ollie,2003,1000000,UCONN,-0.20032517256349572
491,Dale Davis,2003,8055000,CLEMSON,0.6367097902805393
492,Michael Doleac,2003,1400000,UTAH,-0.7855157539468149
493,Bryon Russell,2003,1400000,LONGBEACH,-0.9795289178741353
494,Jacque Vaughn,2003,699935,KANSAS,-0.8523160014038785
495,Chris Andersen,2003,512435,BLINNTX,-0.6685344332499369
496,Brian Scalabrine,2003,512435,USC,-0.7071067811865475
497,Andrew DeClercq,2003,3262500,FLORIDA,0.7071067811865476
498,Reggie Evans,2003,349458,IOWA,-1.0039399357158465
499,Michael Curry,2003,2600000,GEORGIASOU,1.0
500,Ervin Johnson,2003,3998679,NORLEANS,1.1020814950684834
501,Darvin Ham,2003,699935,TXTECH,-1.15323416022325
502,Allen Iverson,2004,13500000,GEORGETOWN,-0.12750449060467464
503,Gilbert Arenas,2004,8536000,ARIZONA,-0.07099004637088667
504,Vince Carter,2004,11326219,UNC,0.2553542905492044
505,Ray Allen,2004,13500000,UCONN,0.2332806650237181
506,Dwyane Wade,2004,2636400,MARQUETTE,-1.6365281216482426
507,Stephon Marbury,2004,13500000,GATECH,0.5208768667910169
508,Paul Pierce,2004,11326219,KANSAS,-0.12995513004656511
509,Michael Redd,2004,3000000,OHIOST,-0.515763486092741
510,Shaquille O'Neal,2004,24749999,LSU,0.7688187293787071
511,Steve Francis,2004,10960000,MARYLAND,0.9281192041888605
512,Elton Brand,2004,10960000,DUKE,-0.2607836243529177
513,Mike Bibby,2004,9500000,ARIZONA,0.11679030636967429
514,Shawn Marion,2004,10960000,UNLV,0.6085314875154649
515,Jason Richardson,2004,2789280,MICHIGANST,-1.030459004069629
516,Carmelo Anthony,2004,3229200,SYRACUSE,-1.4634125713286374
517,Jalen Rose,2004,13279750,MICHIGAN,0.5476771467066001
518,Antoine Walker,2004,13500000,KENTUCKY,0.893380581618302
519,Corey Maggette,2004,7000000,DUKE,0.3030604657798357
520,Richard Hamilton,2004,6500000,UCONN,0.12001913296288914
521,Joe Johnson,2004,1850160,ARKANSAS,-1.474211402345843
522,Desmond Mason,2004,1898312,OKSTATE,-0.4484435451250735
523,Chris Bosh,2004,2911320,GATECH,-1.2142991044917342
524,Larry Hughes,2004,5000600,STLOUIS,-0.169558144017086
525,Tim Duncan,2004,12676125,WAKE,-0.5839628534761374
526,Antawn Jamison,2004,11326219,UNC,0.16110686684608447
527,Chauncey Billups,2004,5000600,COLORADO,-0.44109989126394167
528,Ricky Davis,2004,5000600,IOWA,0.3507944155199488
529,Chris Webber,2004,15937500,MICHIGAN,0.1535737792084878
530,Damon Stoudamire,2004,12375000,ARIZONA,0.7833494518006402
531,Wally Szczerbiak,2004,8000000,MIAMIOH,0.08197450992681468
532,Jamal Crawford,2004,2577937,MICHIGAN,-1.0910546610520018
533,Bobby Simmons,2004,638679,DEPAUL,-0.8841864637573156
534,Tayshaun Prince,2004,971160,KENTUCKY,-1.2277125728389138
535,Kirk Hinrich,2004,2185920,KANSAS,-1.0156680082610026
536,Caron Butler,2004,1804680,UCONN,-1.1776673578666643
537,Drew Gooden,2004,3004560,KANSAS,-0.7554502332256104
538,Quentin Richardson,2004,1805735,DEPAUL,-0.7649599693993376
539,Steve Nash,2004,5750000,SANTACLARA,-1.0105131633232654
540,Rasheed Wallace,2004,17000000,UNC,1.6858793194883983
541,Rafer Alston,2004,688679,FRESNOST,-0.9285478054980415
542,Cuttino Mobley,2004,5394125,RHODEISLE,-0.19670969297076404
543,Chucky Atkins,2004,3900000,SFLORIDA,0.19289712886816482
544,Andre Miller,2004,8000000,UTAH,0.5996549016593306
545,Matt Harpring,2004,4290000,GATECH,0.17478678524453437
546,Kenyon Martin,2004,5128689,CINCY,-0.4148772876242792
547,Troy Murphy,2004,1506960,NOTREDAME,-1.0731647757000646
548,Mike Dunleavy jr,2004,3332520,DUKE,-0.5880473492239983
549,Morris Peterson,2004,1646079,MICHIGANST,-0.6672788469138117
550,Mike Miller,2004,3380457,FLORIDA,-1.7027415190461752
551,Latrell Sprewell,2004,13500000,ALABAMA,1.161895003862225
552,Eddie Jones,2004,12333750,TEMPLE,0.4394524210494119
553,Earl Boykins,2004,2500000,EMICHIGAN,0.7071067811865475
554,Michael Finley,2004,13281250,WISCONSIN,-0.32419087422316856
555,Jason Terry,2004,8333333,ARIZONA,0.5982470468611166
556,Jeff McInnis,2004,3300000,UNC,0.9628489362134843
557,Reggie Miller,2004,5000000,UCLA,-1.471738620288606
558,Marc Jackson,2004,3900000,TEMPLE,0.7071067811865476
559,Josh Howard,2004,773400,WAKE,-0.6892478083202748
560,Damon Jones,2004,751179,HOUSTON,-0.8350192995427174
561,Jason Kidd,2004,13152000,CALIFORNIA,0.06298841819235323
562,David Wesley,2004,3960000,BAYLOR,0.6949339251220427
563,Kyle Korver,2004,366931,CREIGHTON,-2.1511951563770877
564,Kurt Thomas,2004,5394125,TXCHRIST,-0.14667556661371328
565,Kenny Thomas,2004,5500000,NMEXICO,1.1785008595354962
566,Raef LaFrentz,2004,8178750,KANSAS,0.8351552264330313
567,Derek Fisher,2004,3000000,ARKANSASLR,-0.6540793561629242
568,Gary Payton,2004,4917000,OREGONST,-0.7829521998337304
569,Mike James,2004,638679,DUQUESNE,-0.8220211982817396
570,Udonis Haslem,2004,366931,FLORIDA,-1.3579907256012202
571,Tim Thomas,2004,11825000,VILLANOVA,0.34326341806952654
572,Antonio Daniels,2004,2200000,BOWLGREEN,-1.0464067571101454
573,Luke Ridnour,2004,1424400,OREGON,-1.1056761213875825
574,Mo Williams,2004,366931,ALABAMA,-1.7684351866828454
575,Joe Smith,2004,5445600,MARYLAND,0.30490332328636466
576,Fred Jones,2004,1506000,OREGON,-0.46768464801135085
577,Ruben Patterson,2004,5445600,CINCY,0.38498925044378557
578,Shane Battier,2004,2533440,DUKE,-0.916778219981641
579,Tyronn Lue,2004,1500000,NEBRASKA,0.036563013366977
580,Gerald Wallace,2004,917520,ALABAMA,-1.9517253483142
581,Lorenzen Wright,2004,6600000,MEMPHIS,0.5637345210021216
582,Mark Blount,2004,944922,PITT,-0.6466169508637138
583,Antonio McDyess,2004,13500000,ALABAMA,1.846719552759098
584,Corliss Williamson,2004,5000000,ARKANSAS,1.2928193751982222
585,Chris Mihm,2004,2809494,TEXAS,1.094227576603218
586,Nazr Mohammed,2004,5000000,KENTUCKY,0.2953617263788153
587,Ben Wallace,2004,5500000,VAUNION,-0.4043799199589643
588,Bonzi Wells,2004,7000000,BALLST,1.416543282526977
589,Jason Williams,2004,6187500,FLORIDA,0.8847759039793844
590,Keith Bogans,2004,366931,KENTUCKY,-0.9903398788208834
591,Jason Hart,2004,638679,SYRACUSE,-0.7071067811865476
592,Troy Hudson,2004,2100000,SILLINOIS,1.1538762536112503
593,Jason Kapono,2004,366931,UCLA,-0.7220138643559606
594,Marcus Camby,2004,7250000,UMASS,-0.9292361987606456
595,Bruce Bowen,2004,3650000,CALSTFULL,0.42629007515707545
596,Jim Jackson,2004,2200000,OHIOST,1.1546995114538754
597,Mike Sweetney,2004,1840800,GEORGETOWN,-0.7071067811865475
598,Austin Croshere,2004,7610000,PROVIDENCE,0.8282742458483255
599,Brendan Haywood,2004,1125360,UNC,-1.0245519620228711
600,Earl Watson,2004,1336500,UCLA,-0.7692182160070782
601,Darius Songaila,2004,366931,WAKE,-1.4867911161399856
602,Brent Barry,2004,5400000,OREGONST,1.6094672308230673
603,Dan Gadzuric,2004,563679,UCLA,0.15832243066367346
604,Samuel Dalembert,2004,887160,SETONHALL,-1.5748137561056117
605,Jumaine Jones,2004,1500000,GEORGIA,0.8846802584554472
606,Othella Harrington,2004,2925000,GEORGETOWN,0.7715885154726594
607,Casey Jacobsen,2004,1011600,STANFORD,0.7071067811865476
608,Marquis Daniels,2004,366931,AUBURN,-1.138564484953905
609,Erick Dampier,2004,7842000,MISSST,-0.02891409012776154
610,Trenton Hassell,2004,638679,AUSTINPEAY,-0.6612121702757412
611,Malik Rose,2004,4916250,DREXEL,0.8835542377812514
612,Cliff Robinson,2004,4700000,USC,-1.2802270675794936
613,Anthony Johnson,2004,813679,CHARLESTON,-0.7830282106230606
614,Eddie Griffin,2004,2312760,SETONHALL,0.7437538453600319
615,Jared Jeffries,2004,1714440,INDIANA,-0.7229594182010219
616,Travis Best,2004,938679,GATECH,-1.4947627674414412
617,Jason Collins,2004,1227480,STANFORD,-0.686178377101667
618,Juan Dixon,2004,1260360,MARYLAND,-0.4966175081555338
619,Antonio Davis,2004,12925000,UTEP,0.6878677653043503
620,Devin Brown,2004,563679,UTSA,-0.8115149564464849
621,Joel Przybilla,2004,2373309,MINNESOTA,-0.66741817755992
622,Milt Palacio,2004,688679,COLORADOST,-0.5870009229303176
623,Nick Collison,2004,1578240,KANSAS,-0.8952392468058774
624,Danny Fortson,2004,5428602,CINCY,0.7071067811865476
625,Carlos Arroyo,2004,800000,FLINTERNAT,-0.7987456072416524
626,Brian Cook,2004,903360,ILLINOIS,-1.0
627,Jon Barry,2004,3000000,GATECH,0.14125320458392562
628,Robert Horry,2004,4500000,ALABAMA,0.2504728746380176
629,Fred Hoiberg,2004,938679,IOWAST,-0.471259903261783
630,Greg Buckner,2004,2640000,CLEMSON,0.12046089169079435
631,Jeff Foster,2004,4000000,SWTEXAS,0.44461304607193647
632,Rasual Butler,2004,563679,LASALLE,-1.0654629697038716
633,Howard Eisley,2004,5843750,BOSTONCOLL,0.7071067811865475
634,Robert Traylor,2004,825000,MICHIGAN,-0.7873980734899245
635,Eddie House,2004,750000,ARIZONAST,-1.4839380156159423
636,Mikki Moore,2004,513000,NEBRASKA,-0.6541256288970525
637,Tony Battie,2004,4400000,TXTECH,0.07319250547114017
638,Reggie Evans,2004,700000,IOWA,-0.8293811708826435
639,Keyon Dooling,2004,2256444,MISSOURI,-1.0506881443960214
640,Jacque Vaughn,2004,813679,KANSAS,-0.47598183687459833
641,James Jones,2004,366931,MIAMIFL,-0.9185095718147451
642,Jerome Williams,2004,5987500,GEORGETOWN,0.8588261966782467
643,Adonal Foyle,2004,4400000,COLGATE,-0.5360530759806177
644,Steven Hunter,2004,1431600,DEPAUL,-0.7071067811865475
645,Eric Piatkowski,2004,2500000,NEBRASKA,0.7071067811865476
646,Pat Garrity,2004,2643750,NOTREDAME,1.4030394518657994
647,Dikembe Mutombo,2004,17714291,GEORGETOWN,0.7657360324086905
648,Eric Snow,2004,4500000,MICHIGANST,0.2420964872054558
649,Michael Doleac,2004,1540000,UTAH,-0.34019761296170814
650,Lucious Harris,2004,2500000,LONGBEACH,0.61582143767086
651,Bryon Russell,2004,1070000,LONGBEACH,-1.1555332610205356
652,Lindsey Hunter,2004,3000000,JACKSONST,1.0246310391571203
653,Dale Davis,2004,9061875,CLEMSON,1.2032288845818477
654,Scott Padgett,2004,688679,KENTUCKY,-0.9671772837078814
655,Alan Henderson,2004,7682188,INDIANA,0.9999385214993107
656,Darrell Armstrong,2004,2475000,FAYETVILST,-0.48374683113791317
657,Walter McCarty,2004,1200000,KENTUCKY,-0.6508528226626931
658,Shandon Anderson,2004,6700000,GEORGIA,0.7833494518006403
659,Shawn Bradley,2004,3500000,BYU,-0.7071067811865476
660,Tony Massenburg,2004,1070000,MARYLAND,-0.7071067811865476
661,Aaron McKie,2004,5000000,TEMPLE,1.0
662,Adrian Griffin,2004,751179,SETONHALL,0.14451091521498613
663,Michael Ruffin,2004,663679,TULSA,-0.7071067811865475
664,Ryan Bowen,2004,1250000,IOWA,0.7071067811865476
665,Allen Iverson,2005,14625000,GEORGETOWN,0.2742016058161199
666,Gilbert Arenas,2005,9389600,ARIZONA,0.07947227140132238
667,Carmelo Anthony,2005,3471360,SYRACUSE,-1.4352997417200495
668,Paul Pierce,2005,12584688,KANSAS,0.07368693063132709
669,Dwyane Wade,2005,2834160,MARQUETTE,-1.6065731385379758
670,Michael Redd,2005,3000000,OHIOST,-0.515763486092741
671,Ray Allen,2005,14625000,UCONN,0.49765336753994255
672,Elton Brand,2005,12056000,DUKE,-0.04696986846918357
673,Vince Carter,2005,12584688,UNC,0.4599960215163927
674,Shawn Marion,2005,12330000,UNLV,0.8659827296253496
675,Jason Richardson,2005,3534018,MICHIGANST,-0.8859828538026863
676,Mike Bibby,2005,10500000,ARIZONA,0.35575451726469765
677,Antawn Jamison,2005,12584688,UNC,0.4118615315787469
678,Joe Johnson,2005,2358954,ARKANSAS,-1.4065840018473572
679,Richard Hamilton,2005,7812500,UCONN,0.5083016775182443
680,Mike James,2005,3100000,DUQUESNE,0.7628596024517791
681,Chris Bosh,2005,3129720,GATECH,-1.179044034624521
682,Richard Jefferson,2005,2266794,ARIZONA,-0.9665088874208504
683,Chris Webber,2005,17531250,MICHIGAN,0.6757246285173463
684,Ricky Davis,2005,5455200,IOWA,0.5617175415388703
685,Chauncey Billups,2005,5455200,COLORADO,-0.30869711109320025
686,Steve Nash,2005,8750000,SANTACLARA,0.023379236522307976
687,Tim Duncan,2005,14260641,WAKE,-0.23389083388544532
688,Morris Peterson,2005,4400000,MICHIGANST,0.8495615904590306
689,Jason Terry,2005,7500000,ARIZONA,0.362978014180639
690,Wally Szczerbiak,2005,9000000,MIAMIOH,0.2980076890445316
691,Ben Gordon,2005,3358320,UCONN,-0.7897899679668619
692,Sam Cassell,2005,6250000,FLORIDAST,0.9743869486493445
693,Zach Randolph,2005,1504272,MICHIGANST,-1.466554309144429
694,Caron Butler,2005,1930680,UCONN,-1.1439199038968104
695,Kirk Hinrich,2005,2349840,KANSAS,-0.9651911090489148
696,David West,2005,1247160,XAVIER,-1.3107283323335652
697,Rasheed Wallace,2005,9720000,UNC,-1.3595800963616116
698,Lamar Odom,2005,10548596,RHODEISLE,0.381668781082003
699,Brad Miller,2005,7875000,PURDUE,0.11734773141156438
700,Shaquille O'Neal,2005,27696430,LSU,1.5872035228264172
701,Cuttino Mobley,2005,5884500,RHODEISLE,0.12762803615983617
702,Raja Bell,2005,1320000,FLINTERNAT,-0.4692712514511553
703,Tayshaun Prince,2005,1038960,KENTUCKY,-1.2103572879634932
704,Jamal Crawford,2005,5760000,MICHIGAN,-0.2832060318182561
705,Andre Miller,2005,7366667,UTAH,0.3903808656052627
706,Luol Deng,2005,2273400,DUKE,-1.5334937934853845
707,Derek Fisher,2005,4903000,ARKANSASLR,0.16431660678667084
708,Jason Kidd,2005,14796000,CALIFORNIA,0.3832140370813481
709,Troy Murphy,2005,2231808,NOTREDAME,-0.9134249950211977
710,Mike Miller,2005,6000000,FLORIDA,-0.026433966677863362
711,Andre Iguodala,2005,1914480,ARIZONA,-1.4698008108587646
712,Steve Francis,2005,12330000,MARYLAND,1.2362492710637913
713,Bobby Simmons,2005,825000,DEPAUL,-0.8450295635695317
714,Antoine Walker,2005,14625000,KENTUCKY,1.313653704691428
715,Juwan Howard,2005,5408700,MICHIGAN,-1.1988129036630792
716,Smush Parker,2005,695046,FORDHAM,-0.7071067811865475
717,Kyle Korver,2005,620046,CREIGHTON,-2.0279059980915846
718,Juan Dixon,2005,1348200,MARYLAND,-0.3558440412767998
719,Chris Kaman,2005,2574240,CMICHIGAN,-0.9269499879345078
720,Mike Dunleavy jr,2005,3565080,DUKE,-0.4191377443575673
721,Josh Howard,2005,863640,WAKE,-0.47003391549116974
722,Mark Blount,2005,4903000,PITT,0.9645692942000063
723,Luke Ridnour,2005,1531200,OREGON,-1.0593187195251423
724,Shareef Abdur-Rahim,2005,14625000,CALIFORNIA,1.1024258614754399
725,Jalen Rose,2005,14487000,MICHIGAN,1.095581215785981
726,Eddie Jones,2005,13455000,TEMPLE,1.0236522308772331
727,Matt Harpring,2005,4690000,GATECH,0.37581446773886273
728,T.J. Ford,2005,2152800,TEXAS,-0.5997394728572871
729,Speedy Claxton,2005,3300000,HOFSTRA,0.7071067811865476
730,Ruben Patterson,2005,5899400,CINCY,0.6202546986681189
731,Drew Gooden,2005,3214080,KANSAS,-0.6361900975071313
732,Delonte West,2005,939480,STJOSEPHS,-0.7463524288729529
733,Shane Battier,2005,3212402,DUKE,-0.5560830783405075
734,Bobby Jackson,2005,3150000,MINNESOTA,-0.3825254973440689
735,Jumaine Jones,2005,1687500,GEORGIA,1.2784455066641458
736,Eddie House,2005,1388327,ARIZONAST,0.3749152531560999
737,Michael Finley,2005,14609375,WISCONSIN,-0.03616275091442291
738,Kevin Martin,2005,872040,WCAROLINA,-0.7395070233280951
739,Antonio Daniels,2005,2200000,BOWLGREEN,-1.0464067571101454
740,Udonis Haslem,2005,620046,FLORIDA,-1.2548287265850422
741,Desmond Mason,2005,6529630,OKSTATE,1.1415681433129898
742,Jamaal Magloire,2005,8533333,KENTUCKY,1.0953579666476654
743,Donyell Marshall,2005,5023850,UCONN,-0.4930929809742587
744,Kenny Thomas,2005,6000000,NMEXICO,1.3830155892480598
745,Josh Childress,2005,2490360,STANFORD,-0.7071067811865476
746,Jason Williams,2005,6875000,FLORIDA,1.1684206701459918
747,Jerry Stackhouse,2005,7437500,UNC,0.72434584863954
748,Trenton Hassell,2005,4350000,AUSTINPEAY,1.093997024698674
749,David Wesley,2005,4455000,BAYLOR,1.321513693674704
750,James Jones,2005,620046,MIAMIFL,-0.7457605220903727
751,Anthony Johnson,2005,2200000,CHARLESTON,0.5252716551506654
752,Rasual Butler,2005,1200000,LASALLE,-0.5586349097329137
753,Chucky Atkins,2005,4200000,SFLORIDA,0.6751399510385769
754,Fred Jones,2005,1572480,OREGON,-0.3859655232451548
755,Tony Battie,2005,4800000,TXTECH,0.5855400437691202
756,Chris Duhon,2005,385277,DUKE,-1.4688700622409216
757,Brian Cook,2005,971160,ILLINOIS,0.0
758,Raef LaFrentz,2005,9714538,KANSAS,1.3102888717109396
759,Antonio McDyess,2005,4903000,ALABAMA,-0.7098608823604918
760,Marquis Daniels,2005,4903000,AUBURN,0.4026893698766024
761,Chris Wilcox,2005,2210880,MARYLAND,-0.7071067811865476
762,Gary Payton,2005,5408700,OREGONST,-0.6786133814589741
763,Earl Watson,2005,1458000,UCLA,-0.7311689516639696
764,Keith Bogans,2005,620046,KENTUCKY,-0.7284068358916722
765,Bruce Bowen,2005,3000000,CALSTFULL,-0.1468582314973853
766,John Salmons,2005,925680,MIAMIFL,-1.2123466917807266
767,Devin Brown,2005,695046,UTSA,-0.3056373534966298
768,Ben Wallace,2005,7000000,VAUNION,-0.10075762188076531
769,Matt Bonner,2005,385277,FLORIDA,-2.2721005596934853
770,Brendan Haywood,2005,1735305,UNC,-0.7649250683440864
771,Devin Harris,2005,2741880,WISCONSIN,-0.7142716400274328
772,Damon Jones,2005,2503000,HOUSTON,0.3245226856485318
773,Cliff Robinson,2005,5287500,USC,-0.8654714434110553
774,Damien Wilkins,2005,385277,GEORGIA,-1.2199831736872462
775,Mike Sweetney,2005,1978920,GEORGETOWN,0.7071067811865475
776,Alonzo Mourning,2005,5408700,GEORGETOWN,-0.5570757653672295
777,Nazr Mohammed,2005,5250000,KENTUCKY,0.4141751729359316
778,Greg Buckner,2005,2647824,CLEMSON,0.12837678474350847
779,Jared Jeffries,2005,1834080,INDIANA,-0.6677661826812875
780,James Posey,2005,5408700,XAVIER,0.8261308244014236
781,Erick Dampier,2005,7700000,MISSST,-0.11302780686306785
782,Lorenzen Wright,2005,7150000,MEMPHIS,1.014722137803819
783,Carlos Arroyo,2005,4000000,FLINTERNAT,0.8647662334178254
784,Devean George,2005,4546000,AUGSBURGMN,0.8660216271673546
785,Milt Palacio,2005,807546,COLORADOST,1.1546464638127383
786,Brent Barry,2005,4264900,OREGONST,-0.8974642397210536
787,Jarron Collins,2005,1700000,STANFORD,-0.1534374382022808
788,Maurice Evans,2005,695046,TEXAS,-1.5632312020691796
789,Eric Snow,2005,4875000,MICHIGANST,0.6724902422373772
790,Dan Gadzuric,2005,695046,UCLA,0.9113944398241771
791,Reggie Evans,2005,880000,IOWA,-0.739746896901276
792,Nick Van Exel,2005,11933252,CINCY,1.3147558292432844
793,Francisco Elson,2005,620046,CALIFORNIA,-0.7071067811865476
794,Othella Harrington,2005,3150000,GEORGETOWN,1.2538313376430714
795,Adonal Foyle,2005,6500000,COLGATE,0.5885337967059928
796,Luke Walton,2005,620046,ARIZONA,-0.7769007242279571
797,Etan Thomas,2005,4903000,SYRACUSE,0.7071067811865475
798,Robert Horry,2005,1100000,ALABAMA,-1.9573991314304326
799,Eddie Griffin,2005,695046,SETONHALL,-1.1368100329152342
800,Malik Rose,2005,5462500,DREXEL,1.2641488182745062
801,Quinton Ross,2005,620046,SMETHODIST,-1.0184481510612269
802,Dahntay Jones,2005,1143360,DUKE,-0.4741621976509182
803,Jacque Vaughn,2005,932546,KANSAS,-0.0826976800390558
804,Royal Ivey,2005,425000,TEXAS,-1.1331650791869186
805,Jason Collins,2005,1887864,STANFORD,-0.3927344352403483
806,Adrian Griffin,2005,870046,SETONHALL,0.9198823586951592
807,Jason Hart,2005,1400000,SYRACUSE,0.7071067811865476
808,Brian Scalabrine,2005,900000,USC,0.7071067811865475
809,Kevin Ollie,2005,2704350,UCONN,1.4678033622287063
810,Darrell Armstrong,2005,2275000,FAYETVILST,-0.6618053466086844
811,Michael Ruffin,2005,745046,TULSA,0.7071067811865475
812,Gilbert Arenas,2006,10243200,ARIZONA,0.22993458917353143
813,Vince Carter,2006,13843156,UNC,0.6646375898719228
814,Carmelo Anthony,2006,3713640,SYRACUSE,-1.4071729810759763
815,Ben Gordon,2006,3610200,UCONN,-0.7202427409066873
816,Allen Iverson,2006,16453125,GEORGETOWN,0.9269740124999111
817,Elton Brand,2006,13152000,DUKE,0.16684388741455058
818,Kevin Martin,2006,937440,WCAROLINA,-0.7275073589438198
819,Zach Randolph,2006,10666667,MICHIGANST,-0.03835340758206797
820,Tim Duncan,2006,15845156,WAKE,0.11618096477215455
821,Chris Bosh,2006,3348000,GATECH,-1.1438083356748172
822,Carlos Boozer,2006,11593816,DUKE,-0.05292937842274048
823,Luol Deng,2006,2443920,DUKE,-1.4947415090799945
824,Richard Hamilton,2006,8625000,UCONN,0.748667062242988
825,Ray Allen,2006,13223140,UCONN,0.16821913042936976
826,Joe Johnson,2006,12000000,ARKANSAS,-0.12512455250965765
827,Michael Redd,2006,12000000,OHIOST,1.1493972231691507
828,Steve Nash,2006,9625000,SANTACLARA,0.3249311864772669
829,Shawn Marion,2006,13700000,UNLV,1.1234339717352344
830,Mike Bibby,2006,11500000,ARIZONA,0.594718728159721
831,Dwyane Wade,2006,3031920,MARQUETTE,-1.5766181554277088
832,Antawn Jamison,2006,13843156,UNC,0.6626159970576615
833,Andre Iguodala,2006,2058000,ARIZONA,-1.4420198390887893
834,Ricky Davis,2006,5909800,IOWA,0.7726406675577918
835,Jason Terry,2006,6666667,ARIZONA,0.1277089815001614
836,Kirk Hinrich,2006,2513880,KANSAS,-0.9146772574947978
837,Josh Howard,2006,923880,WAKE,-0.32369698171429373
